worker_sex,request_sex,age_in_range,worker_region,request_region,worker_position,request_job,worker_time,request_time,experience_match,region_match,job_match,sex_match,time_match,score
여자,남자,0,영등포구,도봉구,피자집,창고 정리,오전,종일,0,0,0,0,0,0.0
여자,여자,0,노원구,강동구,문구점 직원,리서치 조사원,종일,오전,0,0,0,1,0,10.0
여자,여자,0,강서구,강동구,키즈카페 스태프,키즈카페 스태프,오전,종일,0,0,1,1,0,30.0
여자,여자,1,강동구,은평구,샘플 배포,샘플 배포,종일,종일,0,0,1,1,1,60.0
여자,남자,0,서대문구,서초구,어린이집 보조교사,편의점 알바,종일,오후,1,0,0,0,0,20.0
남자,여자,1,도봉구,마포구,사무실 청소,공장 단순노무,오후,오전,0,0,0,0,0,10.0
여자,여자,1,동대문구,송파구,매장 진열,미용실 보조,종일,오후,0,0,0,1,0,20.0
여자,여자,1,중구,영등포구,전시회 도우미,전시회 도우미,오전,종일,0,0,1,1,0,40.0
남자,여자,0,광진구,동작구,통역 알바,통역 알바,오후,오후,0,0,1,0,1,40.0
여자,남자,0,양천구,중구,이벤트 스태프,호텔 리셉션,종일,종일,1,0,0,0,1,40.0
남자,남자,0,광진구,도봉구,학교 급식 보조,건설 현장 보조,종일,종일,1,0,0,1,1,50.0
남자,남자,1,강북구,용산구,마사지샵 보조,주유소 직원,종일,종일,1,0,0,1,1,60.0
여자,남자,0,구로구,강북구,건설 현장 보조,건설 현장 보조,오후,오후,0,0,1,0,1,40.0
남자,남자,1,서대문구,동작구,수영장 안전요원,놀이방 교사 보조,오전,오후,0,0,0,1,0,20.0
여자,여자,0,송파구,성동구,도서 정리,결혼식 도우미,오전,오후,0,0,0,1,0,10.0
남자,남자,0,중구,성동구,주차 요원,주차 요원,오후,오전,1,0,1,1,0,50.0
여자,여자,0,송파구,송파구,피자집,논문 교정,오전,오전,0,1,0,1,1,50.0
여자,남자,0,강서구,중구,번역 알바,여행사 보조,오후,종일,0,0,0,0,0,0.0
여자,여자,0,중구,구로구,리서치 조사원,상품 포장,오전,종일,1,0,0,1,0,30.0
여자,여자,0,강남구,중랑구,미용실 보조,호프집,종일,오후,0,0,0,1,0,10.0
남자,여자,1,영등포구,동작구,주차관리,유튜브 편집,오전,오후,0,0,0,0,0,10.0
남자,여자,0,광진구,도봉구,결혼식 도우미,고깃집,오전,종일,0,0,0,0,0,0.0
남자,여자,0,관악구,송파구,IT 개발 보조,IT 개발 보조,종일,오전,1,0,1,0,0,40.0
여자,여자,1,광진구,양천구,횟집,전화 영업,종일,오후,0,0,0,1,0,20.0
남자,여자,0,강북구,구로구,콜센터,IT 개발 보조,종일,종일,1,0,0,0,1,40.0
남자,여자,0,광진구,금천구,프로그래밍 보조,피팅모델,종일,오전,1,0,0,0,0,20.0
남자,남자,0,송파구,강서구,약국 보조,약국 보조,종일,오전,1,0,1,1,0,50.0
남자,여자,0,동대문구,금천구,전단지 배포,학원 보조교사,오후,오전,1,0,0,0,0,20.0
남자,여자,1,은평구,용산구,논문 교정,병원 안내,종일,종일,0,0,0,0,1,30.0
남자,남자,0,강북구,강서구,주차 요원,도서 정리,오후,오전,0,0,0,1,0,10.0
남자,여자,1,금천구,용산구,번역 알바,렌터카 안내,오전,오후,0,0,0,0,0,10.0
남자,남자,0,중구,서초구,볼링장 알바,갤러리 안내원,오후,오전,1,0,0,1,0,30.0
여자,여자,0,노원구,은평구,도서관 사서 보조,서베이 조사,종일,종일,0,0,0,1,1,30.0
남자,남자,1,서대문구,동대문구,인테리어 보조,서빙,종일,종일,1,0,0,1,1,60.0
남자,여자,0,강남구,강동구,샘플 배포,샘플 배포,오후,오후,0,0,1,0,1,40.0
남자,남자,0,서대문구,영등포구,프로그래밍 보조,프로그래밍 보조,오후,종일,0,0,1,1,0,30.0
남자,남자,1,중랑구,동작구,피팅모델,피팅모델,종일,종일,0,0,1,1,1,60.0
남자,남자,1,강북구,중구,호프집,전시회 도우미,종일,오전,0,0,0,1,0,20.0
여자,여자,0,성북구,광진구,블로그 글쓰기,블로그 글쓰기,오전,오전,1,0,1,1,1,70.0
남자,여자,0,은평구,서대문구,IT 개발 보조,마트 계산원,오후,종일,0,0,0,0,0,0.0
남자,남자,0,강남구,중랑구,발렛파킹,전단지 배포,오후,오후,1,0,0,1,1,50.0
여자,여자,1,성북구,중랑구,노래방 알바,노래방 알바,종일,종일,0,0,1,1,1,60.0
남자,남자,0,성동구,강북구,출판 보조,이벤트 스태프,오전,오후,0,0,0,1,0,10.0
남자,여자,1,광진구,금천구,병원 접수,병원 접수,종일,오후,0,0,1,0,0,30.0
남자,여자,1,도봉구,영등포구,온라인 쇼핑몰 운영 보조,전단지 배포,종일,오전,1,0,0,0,0,30.0
여자,남자,1,양천구,강동구,유튜브 편집,유튜브 편집,오전,오후,1,0,1,0,0,50.0
남자,여자,0,노원구,동대문구,고객 응대,PC방 알바,오전,종일,1,0,0,0,0,20.0
여자,남자,1,노원구,양천구,전자부품 조립,독서실/스터디카페 관리,오후,오후,0,0,0,0,1,30.0
여자,여자,0,관악구,동대문구,방문판매,패스트푸드점,오전,종일,0,0,0,1,0,10.0
여자,여자,0,동작구,구로구,전단지 배포,전단지 배포,오후,오후,1,0,1,1,1,70.0
남자,여자,0,용산구,관악구,리서치 조사원,편의점 알바,오후,종일,1,0,0,0,0,20.0
남자,여자,0,종로구,성동구,렌터카 안내,렌터카 안내,종일,종일,0,0,1,0,1,40.0
남자,여자,1,서대문구,성북구,통역 알바,통역 알바,오후,종일,1,0,1,0,0,50.0
남자,남자,0,서초구,용산구,번역 알바,사무보조,오전,오후,0,0,0,1,0,10.0
남자,남자,1,마포구,은평구,경비원,피팅모델,오전,종일,0,0,0,1,0,20.0
남자,여자,0,은평구,강동구,프로그래밍 보조,건설 현장 보조,오후,오후,0,0,0,0,1,20.0
남자,여자,0,광진구,광진구,카페 알바,원어민 회화 도우미,종일,종일,0,1,0,0,1,40.0
여자,남자,0,관악구,동작구,여행사 보조,여행사 보조,오전,오후,1,0,1,0,0,40.0
남자,남자,1,도봉구,은평구,웨딩샵 피팅 보조,학원 보조교사,오전,오후,1,0,0,1,0,40.0
남자,남자,0,강서구,성동구,전시회 도우미,병원 안내,오전,오후,0,0,0,1,0,10.0
여자,여자,1,도봉구,구로구,수영장 안전요원,이벤트 스태프,오전,종일,0,0,0,1,0,20.0
여자,남자,0,강동구,성북구,여행사 보조,청소 알바,오후,오후,1,0,0,0,1,40.0
여자,여자,1,성동구,양천구,택배 분류,뷔페,종일,오후,1,0,0,1,0,40.0
여자,남자,1,서초구,서초구,사무실 청소,사무실 청소,오후,오전,1,1,1,0,0,70.0
여자,여자,1,강동구,용산구,유튜브 편집,전단지 배포,오전,종일,1,0,0,1,0,40.0
여자,여자,1,성동구,영등포구,창고 정리,마사지샵 보조,오전,오후,0,0,0,1,0,20.0
남자,남자,0,중구,송파구,도서 정리,출판 보조,오전,오후,1,0,0,1,0,30.0
여자,남자,1,노원구,중랑구,고깃집,영상 편집 보조,오전,종일,1,0,0,0,0,30.0
남자,남자,0,은평구,강동구,리서치 조사원,행사 도우미,오후,종일,0,0,0,1,0,10.0
남자,남자,0,강남구,금천구,방문판매,마트 계산원,종일,오전,1,0,0,1,0,30.0
남자,여자,1,용산구,동대문구,편의점 알바,편의점 알바,오전,종일,1,0,1,0,0,50.0
남자,여자,1,양천구,강서구,리서치 조사원,결혼식 도우미,오후,오전,1,0,0,0,0,30.0
남자,여자,1,관악구,종로구,피팅모델,피팅모델,오전,오전,0,0,1,0,1,50.0
여자,남자,0,강남구,관악구,갤러리 안내원,갤러리 안내원,오후,오전,1,0,1,0,0,40.0
남자,남자,0,구로구,노원구,약국 보조,뷔페,오전,오후,0,0,0,1,0,10.0
여자,여자,0,성북구,양천구,헬스장 데스크,헬스장 데스크,오전,오전,1,0,1,1,1,70.0
남자,여자,0,마포구,노원구,카페 알바,전자부품 조립,종일,종일,1,0,0,0,1,40.0
여자,여자,0,서대문구,송파구,치킨집,서빙,오전,종일,0,0,0,1,0,10.0
남자,남자,0,광진구,동작구,물류센터,청소 알바,오전,종일,0,0,0,1,0,10.0
여자,남자,0,강서구,광진구,수영장 안전요원,수영장 안전요원,종일,오전,1,0,1,0,0,40.0
여자,남자,0,종로구,영등포구,웨딩샵 피팅 보조,택배 분류,오후,오전,1,0,0,0,0,20.0
남자,남자,0,양천구,강북구,편의점 알바,편의점 알바,오전,오전,1,0,1,1,1,70.0
여자,남자,0,마포구,구로구,SNS 관리,SNS 관리,오전,오후,1,0,1,0,0,40.0
남자,남자,1,도봉구,금천구,외국어 과외,외국어 과외,오후,오후,1,0,1,1,1,80.0
여자,남자,0,강동구,동작구,분식점 알바,전단지 배포,오전,오전,1,0,0,0,1,40.0
여자,여자,0,동대문구,성북구,마사지샵 보조,병원 안내,종일,오후,0,0,0,1,0,10.0
여자,남자,0,강북구,광진구,미용실 보조,세차장 직원,오전,오후,0,0,0,0,0,0.0
남자,여자,0,동작구,구로구,세차장 직원,원어민 회화 도우미,종일,오전,1,0,0,0,0,20.0
남자,남자,1,서초구,도봉구,노래방 알바,원어민 회화 도우미,오후,종일,0,0,0,1,0,20.0
여자,남자,0,마포구,도봉구,패스트푸드점,패스트푸드점,종일,오후,0,0,1,0,0,20.0
여자,남자,1,구로구,성북구,콜센터,콜센터,오후,종일,1,0,1,0,0,50.0
남자,여자,1,송파구,성동구,간병 도우미,간병 도우미,종일,오후,1,0,1,0,0,50.0
남자,남자,1,구로구,강남구,행사 도우미,헬스장 데스크,오전,종일,1,0,0,1,0,40.0
남자,남자,0,강서구,영등포구,노래방 알바,노래방 알바,종일,오후,0,0,1,1,0,30.0
여자,남자,0,동작구,성북구,병원 안내,병원 안내,오후,종일,0,0,1,0,0,20.0
여자,여자,0,노원구,도봉구,외국어 과외,과외,오전,종일,1,0,0,1,0,30.0
여자,남자,1,구로구,강동구,약국 보조,전단지 배포,오후,종일,0,0,0,0,0,10.0
여자,여자,1,강남구,은평구,청소 알바,도서관 사서 보조,종일,오전,1,0,0,1,0,40.0
남자,남자,0,송파구,도봉구,병원 접수,술집,종일,오후,0,0,0,1,0,10.0
남자,여자,0,노원구,송파구,창고 정리,서베이 조사,종일,오전,0,0,0,0,0,0.0
남자,여자,1,성동구,성동구,프로그래밍 보조,프로그래밍 보조,오후,오후,1,1,1,0,1,90.0
남자,남자,0,중구,강남구,술집,도서관 사서 보조,오전,종일,1,0,0,1,0,30.0
여자,여자,0,종로구,강남구,편의점 알바,고객 응대,오전,오전,0,0,0,1,1,30.0
남자,남자,0,영등포구,강동구,온라인 쇼핑몰 운영 보조,온라인 쇼핑몰 운영 보조,오전,오후,0,0,1,1,0,30.0
남자,여자,1,도봉구,구로구,방문판매,어린이집 보조교사,종일,오후,1,0,0,0,0,30.0
남자,여자,1,강서구,구로구,학습지 교사,학습지 교사,오후,오후,0,0,1,0,1,50.0
남자,남자,0,종로구,성북구,공항 안내,공항 안내,오후,오전,0,0,1,1,0,30.0
남자,남자,0,마포구,중구,웨딩샵 피팅 보조,IT 개발 보조,오전,오후,1,0,0,1,0,30.0
남자,여자,0,동대문구,강북구,문구점 직원,온라인 쇼핑몰 운영 보조,종일,오후,1,0,0,0,0,20.0
남자,남자,0,동작구,성동구,주차 요원,매장 진열,오전,오전,0,0,0,1,1,30.0
여자,여자,0,서초구,금천구,놀이방 교사 보조,횟집,종일,종일,1,0,0,1,1,50.0
남자,남자,0,동작구,은평구,과외,호텔 리셉션,종일,종일,1,0,0,1,1,50.0
남자,남자,0,광진구,성동구,피팅모델,피팅모델,오후,오전,1,0,1,1,0,50.0
남자,남자,0,광진구,마포구,마트 계산원,논문 교정,종일,오전,1,0,0,1,0,30.0
남자,여자,1,금천구,중구,제과점 알바,놀이공원 스태프,오후,오전,1,0,0,0,0,30.0
여자,남자,0,서대문구,영등포구,전화 영업,행사 도우미,오전,오후,1,0,0,0,0,20.0
남자,여자,1,성동구,서대문구,편의점 알바,전단지 배포,오전,종일,1,0,0,0,0,30.0
남자,남자,1,용산구,영등포구,결혼식 도우미,헬스장 데스크,종일,종일,0,0,0,1,1,40.0
남자,여자,1,송파구,마포구,마사지샵 보조,편의점 알바,오후,종일,0,0,0,0,0,10.0
남자,남자,0,서초구,동작구,경비원,경비원,오전,오후,0,0,1,1,0,30.0
남자,남자,0,구로구,은평구,전화 영업,원어민 회화 도우미,오후,종일,1,0,0,1,0,30.0
여자,여자,0,광진구,관악구,학습지 교사,온라인 쇼핑몰 운영 보조,오전,오전,1,0,0,1,1,50.0
남자,남자,0,강북구,서대문구,수영장 안전요원,수영장 안전요원,오후,종일,0,0,1,1,0,30.0
남자,여자,0,중랑구,관악구,택배 분류,주유소 직원,오전,종일,1,0,0,0,0,20.0
여자,남자,1,서대문구,서초구,매장 진열,매장 진열,종일,오전,0,0,1,0,0,30.0
남자,남자,0,동작구,노원구,전자부품 조립,영화관 스태프,종일,오후,0,0,0,1,0,10.0
여자,남자,0,성북구,금천구,공항 안내,사무보조,오전,종일,0,0,0,0,0,0.0
남자,여자,0,마포구,동대문구,통역 알바,택배 분류,오후,오전,1,0,0,0,0,20.0
남자,남자,0,강서구,광진구,사무보조,발렛파킹,종일,오후,0,0,0,1,0,10.0
여자,남자,0,종로구,은평구,도서관 사서 보조,키즈카페 스태프,오후,종일,1,0,0,0,0,20.0
남자,남자,1,서초구,강북구,게스트하우스 관리,고깃집,오후,오전,0,0,0,1,0,20.0
여자,남자,0,관악구,강남구,세차장 직원,서빙,종일,종일,0,0,0,0,1,20.0
남자,남자,0,강남구,양천구,온라인 쇼핑몰 운영 보조,온라인 쇼핑몰 운영 보조,오후,오전,0,0,1,1,0,30.0
남자,여자,0,성북구,강서구,전시회 도우미,면세점 스태프,종일,오후,0,0,0,0,0,0.0
남자,여자,0,성북구,관악구,전시회 도우미,카페 알바,오전,오전,0,0,0,0,1,20.0
여자,남자,0,강서구,영등포구,횟집,결혼식 도우미,종일,오전,0,0,0,0,0,0.0
남자,여자,0,마포구,도봉구,이벤트 스태프,패스트푸드점,종일,종일,1,0,0,0,1,40.0
여자,여자,1,강북구,종로구,주방보조,영상 편집 보조,종일,종일,1,0,0,1,1,60.0
여자,남자,1,종로구,노원구,서점 직원,결혼식 도우미,오전,오전,0,0,0,0,1,30.0
여자,여자,0,송파구,관악구,호텔 리셉션,서점 직원,종일,오전,1,0,0,1,0,30.0
여자,여자,1,강북구,중랑구,통역 알바,블로그 글쓰기,종일,종일,0,0,0,1,1,40.0
남자,여자,0,용산구,중구,수영장 안전요원,수영장 안전요원,종일,종일,1,0,1,0,1,60.0
여자,남자,1,성동구,도봉구,도서 정리,도서 정리,오후,오전,0,0,1,0,0,30.0
남자,여자,0,은평구,용산구,키즈카페 스태프,웹디자인 보조,오전,오후,1,0,0,0,0,20.0
남자,남자,0,서대문구,광진구,피팅모델,결혼식 도우미,종일,종일,0,0,0,1,1,30.0
여자,남자,1,구로구,구로구,원어민 회화 도우미,원어민 회화 도우미,종일,종일,1,1,1,0,1,90.0
남자,남자,1,용산구,관악구,도서관 사서 보조,렌터카 안내,오후,오전,0,0,0,1,0,20.0
여자,남자,1,강북구,강남구,공항 안내,발렛파킹,종일,종일,0,0,0,0,1,30.0
여자,여자,1,성동구,동작구,사무실 청소,전화 영업,종일,오전,1,0,0,1,0,40.0
남자,여자,0,도봉구,강남구,도서관 사서 보조,상품 포장,종일,종일,1,0,0,0,1,40.0
남자,남자,0,마포구,금천구,놀이방 교사 보조,여행사 보조,오전,오전,1,0,0,1,1,50.0
여자,여자,1,용산구,서초구,미스터리 쇼퍼,SNS 관리,종일,종일,0,0,0,1,1,40.0
여자,여자,0,광진구,중구,아이스크림 가게,세차장 직원,오후,오후,1,0,0,1,1,50.0
남자,남자,1,관악구,종로구,리서치 조사원,리서치 조사원,오전,종일,0,0,1,1,0,40.0
여자,남자,0,강남구,종로구,출판 보조,출판 보조,오전,오전,1,0,1,0,1,60.0
여자,남자,1,중구,성북구,렌터카 안내,상품 포장,오후,오후,0,0,0,0,1,30.0
여자,남자,0,강동구,중구,도서관 사서 보조,호텔 리셉션,오후,오전,1,0,0,0,0,20.0
남자,여자,0,광진구,서초구,청소 알바,서점 직원,종일,오전,0,0,0,0,0,0.0
남자,여자,0,금천구,강서구,주차 요원,경비원,오후,오후,0,0,0,0,1,20.0
여자,여자,0,강북구,영등포구,사진 촬영 보조,여행사 보조,종일,오전,0,0,0,1,0,10.0
남자,여자,1,은평구,동작구,키즈카페 스태프,서베이 조사,오후,종일,0,0,0,0,0,10.0
남자,남자,0,강북구,성북구,서점 직원,행사 도우미,오후,오후,0,0,0,1,1,30.0
여자,여자,0,성북구,은평구,마트 계산원,마트 계산원,종일,오전,1,0,1,1,0,50.0
여자,남자,1,강북구,마포구,아이스크림 가게,영상 편집 보조,오후,오전,1,0,0,0,0,30.0
여자,여자,0,성북구,구로구,결혼식 도우미,사무보조,오후,종일,0,0,0,1,0,10.0
여자,남자,1,구로구,강서구,노래방 알바,프로그래밍 보조,오후,종일,0,0,0,0,0,10.0
남자,여자,0,서대문구,중랑구,프로그래밍 보조,프로그래밍 보조,종일,오전,1,0,1,0,0,40.0
남자,여자,1,광진구,성동구,물류센터,사무보조,오전,오전,0,0,0,0,1,30.0
남자,남자,1,은평구,양천구,호텔 리셉션,상품 포장,오후,종일,1,0,0,1,0,40.0
남자,남자,1,강서구,광진구,매장 진열,식품 포장,오전,오전,1,0,0,1,1,60.0
남자,여자,0,성동구,강서구,블로그 글쓰기,서베이 조사,종일,종일,0,0,0,0,1,20.0
남자,여자,1,금천구,영등포구,사무실 청소,사무실 청소,오후,종일,1,0,1,0,0,50.0
여자,남자,0,강북구,도봉구,리서치 조사원,리서치 조사원,오후,오후,0,0,1,0,1,40.0
남자,여자,1,은평구,종로구,프로그래밍 보조,고객 응대,종일,종일,1,0,0,0,1,50.0
여자,여자,1,마포구,도봉구,프로그래밍 보조,분식점 알바,종일,오후,1,0,0,1,0,40.0
남자,남자,0,은평구,용산구,호텔 리셉션,리서치 조사원,오후,오후,0,0,0,1,1,30.0
여자,남자,0,강북구,노원구,블로그 글쓰기,블로그 글쓰기,종일,오후,0,0,1,0,0,20.0
여자,남자,0,송파구,용산구,서빙,여행사 보조,오전,오후,0,0,0,0,0,0.0
남자,남자,0,노원구,구로구,공장 단순노무,문구점 직원,오후,종일,0,0,0,1,0,10.0
여자,남자,1,강북구,동대문구,출판 보조,전시회 도우미,오후,종일,0,0,0,0,0,10.0
남자,남자,0,성동구,노원구,패스트푸드점,패스트푸드점,오후,종일,0,0,1,1,0,30.0
남자,남자,0,용산구,중랑구,놀이방 교사 보조,택배 분류,오후,종일,0,0,0,1,0,10.0
여자,남자,0,강북구,강남구,행사 도우미,카페 알바,오전,오전,0,0,0,0,1,20.0
여자,여자,0,성북구,용산구,주차관리,병원 안내,종일,오후,1,0,0,1,0,30.0
여자,여자,1,서대문구,노원구,발렛파킹,웹디자인 보조,오전,오전,0,0,0,1,1,40.0
남자,여자,1,동대문구,동작구,피팅모델,간병 도우미,오후,오전,0,0,0,0,0,10.0
여자,여자,0,동작구,강동구,약국 보조,병원 접수,오전,오후,1,0,0,1,0,30.0
여자,남자,0,중랑구,강서구,결혼식 도우미,결혼식 도우미,오전,오전,1,0,1,0,1,60.0
남자,여자,0,동작구,양천구,리서치 조사원,리서치 조사원,오후,오후,1,0,1,0,1,60.0
여자,남자,0,서대문구,성북구,술집,술집,오후,종일,0,0,1,0,0,20.0
여자,여자,0,강동구,강남구,리서치 조사원,인테리어 보조,오후,오전,1,0,0,1,0,30.0
여자,여자,0,양천구,강동구,샘플 배포,갤러리 안내원,종일,종일,1,0,0,1,1,50.0
여자,여자,1,서대문구,서초구,전자부품 조립,전자부품 조립,종일,종일,1,0,1,1,1,80.0
남자,여자,1,영등포구,도봉구,상품 포장,여행사 보조,오후,오후,0,0,0,0,1,30.0
여자,여자,0,중랑구,관악구,미용실 보조,원어민 회화 도우미,종일,종일,1,0,0,1,1,50.0
여자,여자,0,강북구,중랑구,놀이방 교사 보조,놀이방 교사 보조,종일,종일,1,0,1,1,1,70.0
여자,여자,0,송파구,도봉구,독서실/스터디카페 관리,독서실/스터디카페 관리,오후,종일,1,0,1,1,0,50.0
남자,여자,0,성북구,강동구,패스트푸드점,서베이 조사,오후,오후,0,0,0,0,1,20.0
여자,여자,0,구로구,강북구,출판 보조,경비원,오후,오전,1,0,0,1,0,30.0
여자,여자,1,강북구,강북구,택배 분류,프로그래밍 보조,종일,오전,0,1,0,1,0,40.0
남자,여자,0,관악구,강서구,문구점 직원,전자부품 조립,오후,종일,1,0,0,0,0,20.0
여자,여자,0,영등포구,동대문구,서점 직원,학습지 교사,종일,오전,1,0,0,1,0,30.0
여자,여자,1,강북구,강동구,배달,학교 급식 보조,오후,오전,1,0,0,1,0,40.0
남자,여자,0,중랑구,종로구,학교 급식 보조,학교 급식 보조,오후,오전,1,0,1,0,0,40.0
여자,여자,0,송파구,강북구,출판 보조,서베이 조사,오후,오전,1,0,0,1,0,30.0
남자,남자,1,성동구,관악구,영상 편집 보조,영상 편집 보조,오후,오후,1,0,1,1,1,80.0
여자,여자,0,도봉구,금천구,면세점 스태프,이벤트 스태프,오전,오전,0,0,0,1,1,30.0
여자,여자,0,구로구,마포구,게스트하우스 관리,과외,오후,오후,1,0,0,1,1,50.0
여자,여자,0,강북구,관악구,주차관리,주차관리,오전,오후,1,0,1,1,0,50.0
남자,남자,0,도봉구,은평구,병원 안내,병원 안내,오전,종일,0,0,1,1,0,30.0
남자,남자,0,양천구,서초구,서빙,서빙,종일,오후,1,0,1,1,0,50.0
남자,남자,1,동대문구,성북구,프로그래밍 보조,세차장 직원,오전,오전,1,0,0,1,1,60.0
여자,남자,0,서초구,은평구,카페 알바,고객 응대,종일,오후,0,0,0,0,0,0.0
남자,여자,1,성북구,종로구,행사 도우미,행사 도우미,오후,종일,1,0,1,0,0,50.0
남자,남자,0,광진구,관악구,치킨집,치킨집,오전,오전,1,0,1,1,1,70.0
여자,남자,1,동작구,중랑구,서점 직원,식품 포장,오후,오후,0,0,0,0,1,30.0
남자,여자,0,강남구,강북구,방문판매,창고 정리,오후,종일,1,0,0,0,0,20.0
여자,남자,1,송파구,관악구,물류센터,뷔페,오전,오후,1,0,0,0,0,30.0
남자,남자,1,서초구,강북구,횟집,전시회 도우미,오전,오전,1,0,0,1,1,60.0
남자,여자,0,서초구,강남구,호텔 리셉션,독서실/스터디카페 관리,종일,오전,0,0,0,0,0,0.0
여자,여자,0,관악구,구로구,키즈카페 스태프,키즈카페 스태프,오후,오후,0,0,1,1,1,50.0
남자,남자,0,서대문구,구로구,호프집,호프집,오전,종일,0,0,1,1,0,30.0
남자,여자,0,서대문구,중랑구,렌터카 안내,렌터카 안내,오전,오후,1,0,1,0,0,40.0
여자,남자,0,성북구,관악구,행사 도우미,콜센터,종일,오후,0,0,0,0,0,0.0
남자,여자,0,강서구,동대문구,매장 진열,영상 편집 보조,오후,종일,1,0,0,0,0,20.0
남자,여자,1,강동구,마포구,프로그래밍 보조,프로그래밍 보조,오전,오전,0,0,1,0,1,50.0
여자,여자,0,송파구,마포구,전시회 도우미,전시회 도우미,오전,오후,1,0,1,1,0,50.0
남자,여자,1,강남구,마포구,방문판매,공항 안내,종일,종일,0,0,0,0,1,30.0
여자,여자,0,관악구,동대문구,어린이집 보조교사,호텔 리셉션,종일,오전,0,0,0,1,0,10.0
여자,여자,0,중랑구,은평구,면세점 스태프,사무보조,오후,오후,1,0,0,1,1,50.0
여자,남자,0,도봉구,중랑구,발렛파킹,블로그 글쓰기,오후,오전,1,0,0,0,0,20.0
여자,남자,0,마포구,양천구,학교 급식 보조,카페 알바,오후,종일,0,0,0,0,0,0.0
남자,여자,0,성동구,도봉구,약국 보조,약국 보조,종일,종일,1,0,1,0,1,60.0
남자,남자,0,강동구,광진구,창고 정리,창고 정리,오전,종일,1,0,1,1,0,50.0
여자,남자,0,마포구,중랑구,키즈카페 스태프,전화 영업,종일,오후,1,0,0,0,0,20.0
여자,남자,1,서초구,성동구,독서실/스터디카페 관리,뷔페,종일,종일,0,0,0,0,1,30.0
여자,남자,1,강서구,은평구,간병 도우미,간병 도우미,종일,종일,1,0,1,0,1,70.0
여자,여자,0,서대문구,영등포구,블로그 글쓰기,물류센터,오후,오후,0,0,0,1,1,30.0
남자,남자,1,강북구,강서구,원어민 회화 도우미,원어민 회화 도우미,종일,오전,0,0,1,1,0,40.0
여자,여자,0,관악구,도봉구,상품 포장,상품 포장,오전,오후,0,0,1,1,0,30.0
남자,여자,1,서대문구,강동구,면세점 스태프,배달,오후,오후,0,0,0,0,1,30.0
여자,남자,1,동작구,중구,볼링장 알바,방문판매,종일,종일,1,0,0,0,1,50.0
여자,남자,1,광진구,중랑구,카페 알바,카페 알바,오후,오후,1,0,1,0,1,70.0
여자,여자,1,서초구,강서구,분식점 알바,식품 포장,오후,종일,0,0,0,1,0,20.0
남자,여자,0,영등포구,양천구,세차장 직원,미용실 보조,오전,오후,0,0,0,0,0,0.0
남자,여자,0,구로구,광진구,공항 안내,면세점 스태프,종일,오후,1,0,0,0,0,20.0
여자,여자,0,용산구,마포구,키즈카페 스태프,제과점 알바,오전,오전,0,0,0,1,1,30.0
남자,여자,0,송파구,노원구,서점 직원,서점 직원,오전,오전,1,0,1,0,1,60.0
여자,남자,0,중랑구,성북구,미용실 보조,리서치 조사원,오후,오전,0,0,0,0,0,0.0
여자,여자,0,중랑구,성동구,독서실/스터디카페 관리,웨딩샵 피팅 보조,종일,종일,1,0,0,1,1,50.0
여자,여자,0,성북구,서대문구,출판 보조,웨딩샵 피팅 보조,오전,오전,0,0,0,1,1,30.0
남자,여자,0,강동구,강북구,제과점 알바,제과점 알바,종일,오후,1,0,1,0,0,40.0
남자,남자,0,관악구,관악구,출판 보조,출판 보조,오전,종일,1,1,1,1,0,70.0
여자,남자,0,광진구,광진구,갤러리 안내원,번역 알바,오전,오후,0,1,0,0,0,20.0
남자,남자,1,중구,송파구,학교 급식 보조,고깃집,종일,종일,0,0,0,1,1,40.0
여자,남자,0,양천구,용산구,웨딩샵 피팅 보조,공항 안내,오후,오전,0,0,0,0,0,0.0
여자,여자,0,서대문구,영등포구,물류센터,번역 알바,종일,종일,1,0,0,1,1,50.0
여자,여자,1,강북구,강서구,인테리어 보조,상품 포장,오전,오후,0,0,0,1,0,20.0
여자,남자,0,종로구,서초구,전자부품 조립,학교 급식 보조,종일,오전,1,0,0,0,0,20.0
여자,남자,0,강동구,도봉구,원어민 회화 도우미,원어민 회화 도우미,종일,종일,1,0,1,0,1,60.0
여자,남자,0,마포구,성동구,학원 보조교사,이벤트 스태프,오전,오후,0,0,0,0,0,0.0
여자,남자,0,강동구,노원구,렌터카 안내,외국어 과외,종일,종일,0,0,0,0,1,20.0
여자,여자,0,성북구,양천구,영상 편집 보조,네일샵 보조,오전,오전,0,0,0,1,1,30.0
여자,남자,0,동대문구,중구,영상 편집 보조,도서 정리,오후,종일,0,0,0,0,0,0.0
남자,여자,0,구로구,광진구,사무보조,사무보조,오전,종일,0,0,1,0,0,20.0
여자,남자,1,서초구,구로구,주차관리,전자부품 조립,종일,종일,0,0,0,0,1,30.0
여자,남자,0,은평구,노원구,논문 교정,피자집,오전,오전,0,0,0,0,1,20.0
여자,남자,0,동작구,용산구,노래방 알바,서점 직원,오전,종일,0,0,0,0,0,0.0
남자,여자,0,강서구,서대문구,매장 진열,콜센터,오후,오전,1,0,0,0,0,20.0
여자,남자,0,중구,도봉구,학교 급식 보조,학교 급식 보조,오전,오전,0,0,1,0,1,40.0
남자,남자,1,동대문구,성동구,마트 계산원,마트 계산원,종일,종일,0,0,1,1,1,60.0
